{'Image': '0011165', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '937', 'Largeur': 644.0, 'Taille': 603428.0, 'cx': 512.0, 'cy': 787.0}
{'Image': 'b546d12', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '310', 'Largeur': 443.0, 'Taille': 137330.0, 'cx': 268.0, 'cy': 969.0}
{'Image': 'b548fa2', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b548fa2', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b548fa2', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1327', 'Largeur': 599.0, 'Taille': 794873.0, 'cx': 1533.0, 'cy': 716.0}
{'Image': 'b548fa2', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b570e82', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b570e82', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1032', 'Largeur': 636.0, 'Taille': 656352.0, 'cx': 1253.0, 'cy': 879.0}
{'Image': 'b570e82', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b570e82', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b571451', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b571451', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b571451', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1369', 'Largeur': 699.0, 'Taille': 956931.0, 'cx': 576.0, 'cy': 706.0}
{'Image': 'b571451', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '899', 'Largeur': 945.0, 'Taille': 849555.0, 'cx': 482.0, 'cy': 923.0}
{'Image': 'b581e41', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '1171', 'Largeur': 894.0, 'Taille': 1046874.0, 'cx': 956.0, 'cy': 813.0}
{'Image': 'b581e41', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b581e41', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b581e41', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b5908da', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b5908da', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b5908da', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '906', 'Largeur': 94.0, 'Taille': 85164.0, 'cx': 335.0, 'cy': 454.0}
{'Image': 'b5908da', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '313', 'Largeur': 1.0, 'Taille': 313.0, 'cx': 1635.0, 'cy': 1171.0}
{'Image': 'b59cd45', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b59cd45', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b59cd45', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1034', 'Largeur': 366.0, 'Taille': 378444.0, 'cx': 581.0, 'cy': 560.0}
{'Image': 'b59cd45', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '545', 'Largeur': 690.0, 'Taille': 376050.0, 'cx': 363.0, 'cy': 287.0}
{'Image': 'b5a8374', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '507', 'Largeur': 622.0, 'Taille': 315354.0, 'cx': 461.0, 'cy': 1119.0}
{'Image': 'b5a8374', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b5a8374', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '353', 'Largeur': 305.0, 'Taille': 107665.0, 'cx': 1588.0, 'cy': 1216.0}
{'Image': 'b5a8374', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '1284', 'Largeur': 338.0, 'Taille': 433992.0, 'cx': 1867.0, 'cy': 649.0}
{'Image': 'b5a981c', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b5a981c', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '397', 'Largeur': 920.0, 'Taille': 365240.0, 'cx': 963.0, 'cy': 1157.0}
{'Image': 'b5a981c', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '394', 'Largeur': 861.0, 'Taille': 339234.0, 'cx': 879.0, 'cy': 447.0}
{'Image': 'b5a981c', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '516', 'Largeur': 531.0, 'Taille': 273996.0, 'cx': 279.0, 'cy': 669.0}
{'Image': 'b5d511c', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '483', 'Largeur': 824.0, 'Taille': 397992.0, 'cx': 421.0, 'cy': 246.0}
{'Image': 'b5d511c', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b5d511c', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b5d511c', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '463', 'Largeur': 838.0, 'Taille': 387994.0, 'cx': 426.0, 'cy': 1169.0}
{'Image': 'b5e28ed', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b5e28ed', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b5e28ed', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '910', 'Largeur': 287.0, 'Taille': 261170.0, 'cx': 327.0, 'cy': 942.0}
{'Image': 'b5e28ed', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '1298', 'Largeur': 506.0, 'Taille': 656788.0, 'cx': 436.0, 'cy': 726.0}
{'Image': 'b5e66bc', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b5e66bc', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1023', 'Largeur': 1.0, 'Taille': 1023.0, 'cx': 1848.0, 'cy': 889.0}
{'Image': 'b5e66bc', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b5e66bc', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b5eb2a5', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b5eb2a5', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b5eb2a5', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '608', 'Largeur': 1.0, 'Taille': 608.0, 'cx': 1040.0, 'cy': 841.0}
{'Image': 'b5eb2a5', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '963', 'Largeur': 688.0, 'Taille': 662544.0, 'cx': 1719.0, 'cy': 788.0}
{'Image': 'b5f39d9', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b5f39d9', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b5f39d9', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '167658', 'Largeur': 1.0, 'Taille': 167658.0, 'cx': 2.0, 'cy': 83830.0}
{'Image': 'b5f39d9', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b601e0c', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '276', 'Largeur': 121.0, 'Taille': 33396.0, 'cx': 1621.0, 'cy': 1262.0}
{'Image': 'b601e0c', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b601e0c', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b601e0c', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '629', 'Largeur': 93.0, 'Taille': 58497.0, 'cx': 66.0, 'cy': 365.0}
{'Image': 'b60ca64', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '289', 'Largeur': 640.0, 'Taille': 184960.0, 'cx': 999.0, 'cy': 763.0}
{'Image': 'b60ca64', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '418', 'Largeur': 569.0, 'Taille': 237842.0, 'cx': 1048.0, 'cy': 1181.0}
{'Image': 'b60ca64', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b60ca64', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b626557', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '468', 'Largeur': 476.0, 'Taille': 222768.0, 'cx': 953.0, 'cy': 1132.0}
{'Image': 'b626557', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b626557', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '758', 'Largeur': 860.0, 'Taille': 651880.0, 'cx': 1155.0, 'cy': 653.0}
{'Image': 'b626557', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '298', 'Largeur': 763.0, 'Taille': 227374.0, 'cx': 1220.0, 'cy': 1251.0}
{'Image': 'b64ca83', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b64ca83', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1090', 'Largeur': 623.0, 'Taille': 679070.0, 'cx': 1261.0, 'cy': 855.0}
{'Image': 'b64ca83', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b64ca83', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '250', 'Largeur': 1137.0, 'Taille': 284250.0, 'cx': 600.0, 'cy': 158.0}
{'Image': 'b6509bf', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b6509bf', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b6509bf', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '303', 'Largeur': 105.0, 'Taille': 31815.0, 'cx': 88.0, 'cy': 528.0}
{'Image': 'b6509bf', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b651323', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b651323', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '733', 'Largeur': 502.0, 'Taille': 367966.0, 'cx': 252.0, 'cy': 1022.0}
{'Image': 'b651323', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b651323', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '711', 'Largeur': 825.0, 'Taille': 586575.0, 'cx': 416.0, 'cy': 361.0}
{'Image': 'b657af6', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '1039', 'Largeur': 665.0, 'Taille': 690935.0, 'cx': 1554.0, 'cy': 521.0}
{'Image': 'b657af6', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b657af6', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b657af6', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b65b068', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b65b068', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b65b068', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '820', 'Largeur': 218.0, 'Taille': 178760.0, 'cx': 194.0, 'cy': 413.0}
{'Image': 'b65b068', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b66078f', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b66078f', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '785', 'Largeur': 713.0, 'Taille': 559705.0, 'cx': 1744.0, 'cy': 1008.0}
{'Image': 'b66078f', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '498', 'Largeur': 541.0, 'Taille': 269418.0, 'cx': 564.0, 'cy': 326.0}
{'Image': 'b66078f', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '436', 'Largeur': 536.0, 'Taille': 233696.0, 'cx': 839.0, 'cy': 769.0}
{'Image': 'b66217b', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '1230', 'Largeur': 714.0, 'Taille': 878220.0, 'cx': 772.0, 'cy': 669.0}
{'Image': 'b66217b', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '632', 'Largeur': 639.0, 'Taille': 403848.0, 'cx': 716.0, 'cy': 379.0}
{'Image': 'b66217b', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b66217b', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '194', 'Largeur': 217.0, 'Taille': 42098.0, 'cx': 1212.0, 'cy': 1299.0}
{'Image': 'b6829bf', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b6829bf', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '544', 'Largeur': 398.0, 'Taille': 216512.0, 'cx': 210.0, 'cy': 567.0}
{'Image': 'b6829bf', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '894', 'Largeur': 337.0, 'Taille': 301278.0, 'cx': 203.0, 'cy': 499.0}
{'Image': 'b6829bf', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b693f01', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '791', 'Largeur': 920.0, 'Taille': 727720.0, 'cx': 1386.0, 'cy': 544.0}
{'Image': 'b693f01', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '920', 'Largeur': 913.0, 'Taille': 839960.0, 'cx': 1314.0, 'cy': 762.0}
{'Image': 'b693f01', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b693f01', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b694de6', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b694de6', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b694de6', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '8', 'Largeur': 1.0, 'Taille': 8.0, 'cx': 1342.0, 'cy': 853.0}
{'Image': 'b694de6', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '653', 'Largeur': 548.0, 'Taille': 357844.0, 'cx': 355.0, 'cy': 335.0}
{'Image': 'b6a226f', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b6a226f', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b6a226f', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '854', 'Largeur': 2.0, 'Taille': 1708.0, 'cx': 831.0, 'cy': 782.0}
{'Image': 'b6a226f', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '740', 'Largeur': 441.0, 'Taille': 326340.0, 'cx': 1872.0, 'cy': 425.0}
{'Image': 'b6b3c1b', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b6b3c1b', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b6b3c1b', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1378', 'Largeur': 369.0, 'Taille': 508482.0, 'cx': 1048.0, 'cy': 695.0}
{'Image': 'b6b3c1b', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '421', 'Largeur': 695.0, 'Taille': 292595.0, 'cx': 1728.0, 'cy': 986.0}
{'Image': 'b6b6289', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '797', 'Largeur': 451.0, 'Taille': 359447.0, 'cx': 293.0, 'cy': 437.0}
{'Image': 'b6b6289', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b6b6289', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1381', 'Largeur': 903.0, 'Taille': 1247043.0, 'cx': 1568.0, 'cy': 710.0}
{'Image': 'b6b6289', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '1015', 'Largeur': 742.0, 'Taille': 753130.0, 'cx': 1646.0, 'cy': 586.0}
{'Image': 'b6cd71a', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b6cd71a', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b6cd71a', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '410', 'Largeur': 534.0, 'Taille': 218940.0, 'cx': 397.0, 'cy': 297.0}
{'Image': 'b6cd71a', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '274', 'Largeur': 313.0, 'Taille': 85762.0, 'cx': 576.0, 'cy': 794.0}
{'Image': 'b6d3475', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '604', 'Largeur': 646.0, 'Taille': 390184.0, 'cx': 862.0, 'cy': 310.0}
{'Image': 'b6d3475', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b6d3475', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1204', 'Largeur': 279.0, 'Taille': 335916.0, 'cx': 699.0, 'cy': 613.0}
{'Image': 'b6d3475', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '912', 'Largeur': 761.0, 'Taille': 694032.0, 'cx': 940.0, 'cy': 905.0}
{'Image': 'b6d428b', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '449', 'Largeur': 472.0, 'Taille': 211928.0, 'cx': 1254.0, 'cy': 380.0}
{'Image': 'b6d428b', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1143', 'Largeur': 306.0, 'Taille': 349758.0, 'cx': 1578.0, 'cy': 604.0}
{'Image': 'b6d428b', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '553', 'Largeur': 61.0, 'Taille': 33733.0, 'cx': 888.0, 'cy': 686.0}
{'Image': 'b6d428b', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '1394', 'Largeur': 747.0, 'Taille': 1041318.0, 'cx': 379.0, 'cy': 703.0}
{'Image': 'b6e0b60', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '660', 'Largeur': 921.0, 'Taille': 607860.0, 'cx': 657.0, 'cy': 1057.0}
{'Image': 'b6e0b60', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '295', 'Largeur': 1.0, 'Taille': 295.0, 'cx': 1518.0, 'cy': 1110.0}
{'Image': 'b6e0b60', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '772', 'Largeur': 523.0, 'Taille': 403756.0, 'cx': 688.0, 'cy': 405.0}
{'Image': 'b6e0b60', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '1379', 'Largeur': 347.0, 'Taille': 478513.0, 'cx': 251.0, 'cy': 704.0}
{'Image': 'b6e8a81', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '628', 'Largeur': 850.0, 'Taille': 533800.0, 'cx': 1654.0, 'cy': 922.0}
{'Image': 'b6e8a81', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b6e8a81', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b6e8a81', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b6ec4b9', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '1385', 'Largeur': 564.0, 'Taille': 781140.0, 'cx': 1143.0, 'cy': 702.0}
{'Image': 'b6ec4b9', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b6ec4b9', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '776', 'Largeur': 567.0, 'Taille': 439992.0, 'cx': 1145.0, 'cy': 992.0}
{'Image': 'b6ec4b9', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b702da6', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': 'b702da6', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '502', 'Largeur': 447.0, 'Taille': 224394.0, 'cx': 1870.0, 'cy': 1016.0}
{'Image': 'b702da6', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '550', 'Largeur': 683.0, 'Taille': 375650.0, 'cx': 1728.0, 'cy': 276.0}
